id,birthtime_1,birthtime_2,birthtime_3,birthtime_4,birthtime_5,birthtime_6,birthtime_7,birthtime_8,birthtime_9,birthtime_10,birthtime_11,birthtime_12,birthtime_13,birthtime_14,birthtime_15,birthtime_16,birthtime_17,birthtime_18,birthtime_19,birthtime_20,birthtime_21,birthtime_22,birthtime_23,birthtime_24,birthtime_25,birthtime_26,birthtime_27,birthtime_28,birthtime_29,birthtime_30
1,22.4666666666667,87.4666666666667,212.466666666667,314.966666666667,382.466666666667,449.983333333333,514.983333333333,522.483333333333,659.983333333333,,,,,,,,,,,,,,,,,,,,,
2,129.966666666667,179.966666666667,244.966666666667,334.966666666667,407.466666666667,464.983333333333,522.483333333333,,,,,,,,,,,,,,,,,,,,,,,
3,44.9833333333333,114.966666666667,144.966666666667,247.466666666667,307.466666666667,439.983333333333,479.983333333333,494.983333333333,,,,,,,,,,,,,,,,,,,,,,
4,279.966666666667,342.466666666667,414.966666666667,484.983333333333,549.983333333333,607.483333333333,695,755,822.5,,,,,,,,,,,,,,,,,,,,,
5,349.966666666667,414.966666666667,479.983333333333,562.483333333333,722.5,842.5,,,,,,,,,,,,,,,,,,,,,,,,
6,0,482.483333333333,610,717.5,,,,,,,,,,,,,,,,,,,,,,,,,,
7,72.4833333333333,142.466666666667,232.466666666667,292.466666666667,387.466666666667,547.483333333333,657.5,755,840,850,,,,,,,,,,,,,,,,,,,,
8,277.466666666667,532.483333333333,687.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2.48333333333333,72.4833333333333,112.466666666667,139.966666666667,202.466666666667,277.466666666667,327.466666666667,379.966666666667,487.483333333333,577.483333333333,635,725,832.5,887.5,,,,,,,,,,,,,,,,
10,12.4833333333333,102.466666666667,232.466666666667,337.466666666667,667.5,735,747.5,757.5,775,787.5,797.5,807.516666666667,817.5,825,,,,,,,,,,,,,,,,
11,252.466666666667,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,149.966666666667,197.466666666667,274.966666666667,342.466666666667,534.983333333333,610,680,735,845,,,,,,,,,,,,,,,,,,,,,
13,0,14.9833333333333,109.966666666667,199.966666666667,284.966666666667,389.966666666667,494.983333333333,,,,,,,,,,,,,,,,,,,,,,,
14,0,825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,22.4666666666667,232.466666666667,815,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0,69.9833333333333,279.966666666667,352.466666666667,432.483333333333,647.5,795,,,,,,,,,,,,,,,,,,,,,,,
17,34.9833333333333,77.4666666666667,620,787.5,,,,,,,,,,,,,,,,,,,,,,,,,,
18,227.466666666667,577.483333333333,647.5,682.5,765,815,,,,,,,,,,,,,,,,,,,,,,,,
19,244.966666666667,274.966666666667,287.466666666667,294.966666666667,519.983333333333,552.483333333333,587.483333333333,627.483333333333,657.5,747.5,822.5,870,,,,,,,,,,,,,,,,,,
20,64.9666666666667,132.466666666667,252.466666666667,319.966666666667,384.966666666667,392.466666666667,517.483333333333,737.5,,,,,,,,,,,,,,,,,,,,,,
21,4.98333333333333,94.9666666666667,197.466666666667,357.466666666667,449.983333333333,,,,,,,,,,,,,,,,,,,,,,,,,
22,47.4833333333333,87.4666666666667,232.466666666667,309.966666666667,377.466666666667,439.983333333333,552.483333333333,650,662.5,812.5,,,,,,,,,,,,,,,,,,,,
23,294.966666666667,387.466666666667,497.483333333333,712.5,,,,,,,,,,,,,,,,,,,,,,,,,,
24,32.4666666666667,119.966666666667,184.983333333333,244.966666666667,304.966666666667,379.966666666667,454.983333333333,507.483333333333,542.483333333333,602.483333333333,659.983333333333,747.5,830,,,,,,,,,,,,,,,,,
25,39.9833333333333,107.466666666667,167.466666666667,257.466666666667,294.966666666667,439.983333333333,509.983333333333,762.5,775,,,,,,,,,,,,,,,,,,,,,
26,77.4666666666667,632.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,124.966666666667,267.466666666667,429.983333333333,502.483333333333,592.483333333333,,,,,,,,,,,,,,,,,,,,,,,,,
28,0,57.4666666666667,124.966666666667,267.466666666667,459.983333333333,537.483333333333,597.483333333333,707.5,,,,,,,,,,,,,,,,,,,,,,
29,177.466666666667,224.966666666667,289.966666666667,850,,,,,,,,,,,,,,,,,,,,,,,,,,
30,159.966666666667,317.466666666667,347.466666666667,409.966666666667,514.983333333333,690,777.5,,,,,,,,,,,,,,,,,,,,,,,
31,24.9833333333333,114.966666666667,339.966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,109.966666666667,247.466666666667,404.966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,134.966666666667,342.466666666667,407.466666666667,472.483333333333,555,635,702.5,790,,,,,,,,,,,,,,,,,,,,,,
34,97.4666666666667,172.466666666667,247.466666666667,339.966666666667,472.483333333333,544.983333333333,552.483333333333,,,,,,,,,,,,,,,,,,,,,,,
35,59.9666666666667,112.466666666667,177.466666666667,427.483333333333,432.483333333333,454.983333333333,462.483333333333,805,842.5,862.5,,,,,,,,,,,,,,,,,,,,
36,114.966666666667,414.966666666667,690,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,49.9666666666667,129.966666666667,184.983333333333,257.466666666667,329.966666666667,397.466666666667,467.483333333333,537.483333333333,605,687.5,762.5,862.5,,,,,,,,,,,,,,,,,,
38,39.9833333333333,312.466666666667,369.966666666667,452.483333333333,517.483333333333,597.483333333333,657.5,730,800,870,882.5,,,,,,,,,,,,,,,,,,,
39,74.9666666666667,204.966666666667,299.966666666667,417.466666666667,499.983333333333,572.483333333333,642.483333333333,745,,,,,,,,,,,,,,,,,,,,,,
40,17.4833333333333,79.9833333333333,157.466666666667,224.966666666667,294.966666666667,357.466666666667,427.483333333333,507.483333333333,682.5,782.5,815,847.5,,,,,,,,,,,,,,,,,,
41,22.4666666666667,232.466666666667,339.966666666667,697.5,782.5,835,885,,,,,,,,,,,,,,,,,,,,,,,
42,14.9833333333333,82.4666666666667,162.466666666667,234.966666666667,302.466666666667,522.483333333333,584.983333333333,610,624.983333333333,642.483333333333,,,,,,,,,,,,,,,,,,,,
43,0,612.483333333333,772.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,129.966666666667,192.466666666667,267.466666666667,339.966666666667,424.983333333333,519.983333333333,620,725,740,847.5,,,,,,,,,,,,,,,,,,,,
45,0,67.4666666666667,467.483333333333,727.5,830,,,,,,,,,,,,,,,,,,,,,,,,,
46,4.98333333333333,127.466666666667,184.983333333333,252.466666666667,382.466666666667,459.983333333333,524.983333333333,642.483333333333,712.5,,,,,,,,,,,,,,,,,,,,,
47,114.966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,64.9666666666667,132.466666666667,204.966666666667,299.966666666667,394.966666666667,572.483333333333,682.5,725,765,775,,,,,,,,,,,,,,,,,,,,
49,17.4833333333333,92.4666666666667,159.966666666667,244.966666666667,272.466666666667,404.966666666667,602.483333333333,,,,,,,,,,,,,,,,,,,,,,,
50,42.4833333333333,124.966666666667,269.966666666667,352.466666666667,459.983333333333,549.983333333333,,,,,,,,,,,,,,,,,,,,,,,,
51,0,39.9833333333333,119.966666666667,174.966666666667,242.466666666667,314.966666666667,417.466666666667,650,,,,,,,,,,,,,,,,,,,,,,
52,89.9666666666667,152.466666666667,217.466666666667,274.966666666667,347.466666666667,409.966666666667,560,715,782.5,850,,,,,,,,,,,,,,,,,,,,
53,0,157.466666666667,179.966666666667,247.466666666667,332.466666666667,407.466666666667,499.983333333333,610,680,777.5,,,,,,,,,,,,,,,,,,,,
54,164.966666666667,312.466666666667,364.966666666667,449.983333333333,522.483333333333,597.483333333333,682.5,820,,,,,,,,,,,,,,,,,,,,,,
55,299.966666666667,422.466666666667,454.983333333333,534.983333333333,584.983333333333,,,,,,,,,,,,,,,,,,,,,,,,,
56,199.966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,154.966666666667,192.466666666667,342.466666666667,404.966666666667,494.983333333333,624.983333333333,705,847.5,877.5,,,,,,,,,,,,,,,,,,,,,
58,32.4666666666667,132.466666666667,267.466666666667,377.466666666667,482.483333333333,574.983333333333,677.5,830,,,,,,,,,,,,,,,,,,,,,,
59,24.9833333333333,164.966666666667,227.466666666667,327.466666666667,389.966666666667,484.983333333333,562.483333333333,610,697.5,755,815,,,,,,,,,,,,,,,,,,,
60,187.466666666667,249.966666666667,377.466666666667,442.483333333333,514.983333333333,757.5,767.5,,,,,,,,,,,,,,,,,,,,,,,
61,74.9666666666667,142.466666666667,289.966666666667,422.466666666667,497.483333333333,504.983333333333,577.483333333333,667.5,762.5,,,,,,,,,,,,,,,,,,,,,
62,34.9833333333333,164.966666666667,297.466666666667,362.466666666667,442.483333333333,,,,,,,,,,,,,,,,,,,,,,,,,
63,29.9833333333333,122.466666666667,252.466666666667,359.966666666667,422.466666666667,564.983333333333,,,,,,,,,,,,,,,,,,,,,,,,
64,9.98333333333333,87.4666666666667,144.966666666667,272.466666666667,352.466666666667,434.983333333333,477.483333333333,517.483333333333,620,697.5,737.5,,,,,,,,,,,,,,,,,,,
65,0,269.966666666667,304.966666666667,369.966666666667,439.983333333333,507.483333333333,577.483333333333,662.5,732.5,785,,,,,,,,,,,,,,,,,,,,
66,159.966666666667,322.466666666667,417.466666666667,577.483333333333,647.5,760,855,,,,,,,,,,,,,,,,,,,,,,,
67,0,222.466666666667,524.983333333333,670,,,,,,,,,,,,,,,,,,,,,,,,,,
68,159.966666666667,224.966666666667,374.966666666667,659.983333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
69,22.4666666666667,109.966666666667,524.983333333333,697.5,745,817.5,,,,,,,,,,,,,,,,,,,,,,,,
70,0,414.966666666667,532.483333333333,840,,,,,,,,,,,,,,,,,,,,,,,,,,
71,187.466666666667,279.966666666667,544.983333333333,695,887.5,,,,,,,,,,,,,,,,,,,,,,,,,
72,0,62.4833333333333,134.966666666667,192.466666666667,267.466666666667,334.966666666667,409.966666666667,477.483333333333,632.5,677.5,725,800,,,,,,,,,,,,,,,,,,
73,0,254.966666666667,542.483333333333,675,,,,,,,,,,,,,,,,,,,,,,,,,,
74,142.466666666667,269.966666666667,364.966666666667,544.983333333333,835,,,,,,,,,,,,,,,,,,,,,,,,,
75,122.466666666667,177.466666666667,512.483333333333,637.483333333333,825,,,,,,,,,,,,,,,,,,,,,,,,,
76,610,707.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,184.983333333333,342.466666666667,369.966666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,4.98333333333333,529.983333333333,667.5,807.516666666667,,,,,,,,,,,,,,,,,,,,,,,,,,
79,212.466666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,154.966666666667,299.966666666667,429.983333333333,640,710,855,867.5,,,,,,,,,,,,,,,,,,,,,,,
81,184.983333333333,424.983333333333,862.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,22.6166666666667,232.633333333333,305.133333333333,362.616666666667,425.133333333333,487.65,550.133333333333,615.15,692.666666666667,780.166666666667,882.666666666667,,,,,,,,,,,,,,,,,,,
83,177.633333333333,237.633333333333,295.133333333333,365.116666666667,427.633333333333,490.15,570.133333333333,627.666666666667,695.166666666667,,,,,,,,,,,,,,,,,,,,,
84,17.6333333333333,92.6333333333333,147.633333333333,207.633333333333,272.633333333333,330.133333333333,420.133333333333,487.65,550.133333333333,612.65,680.166666666667,750.166666666667,,,,,,,,,,,,,,,,,,
85,80.1333333333333,160.133333333333,225.133333333333,307.633333333333,377.616666666667,640.166666666667,822.666666666667,,,,,,,,,,,,,,,,,,,,,,,
86,72.6333333333333,140.133333333333,202.633333333333,275.133333333333,337.633333333333,412.616666666667,487.65,545.15,605.166666666667,675.166666666667,740.166666666667,812.666666666667,885.183333333333,,,,,,,,,,,,,,,,,
87,132.633333333333,202.633333333333,350.116666666667,430.15,547.666666666667,637.65,747.666666666667,865.183333333333,,,,,,,,,,,,,,,,,,,,,,
88,130.133333333333,200.133333333333,265.133333333333,402.616666666667,492.65,565.15,640.166666666667,,,,,,,,,,,,,,,,,,,,,,,
89,32.6333333333333,110.133333333333,175.133333333333,305.133333333333,362.616666666667,432.633333333333,487.65,552.65,615.15,680.166666666667,722.666666666667,752.666666666667,827.666666666667,,,,,,,,,,,,,,,,,
90,167.633333333333,242.633333333333,285.133333333333,365.116666666667,527.65,540.15,615.15,,,,,,,,,,,,,,,,,,,,,,,
91,22.6166666666667,105.133333333333,232.633333333333,292.633333333333,365.116666666667,432.633333333333,492.65,562.65,685.15,760.166666666667,820.166666666667,,,,,,,,,,,,,,,,,,,
92,27.6333333333333,102.633333333333,242.633333333333,347.616666666667,470.15,540.15,817.666666666667,,,,,,,,,,,,,,,,,,,,,,,
93,260.133333333333,320.133333333333,442.65,510.15,647.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
94,0.166666666666667,37.6333333333333,152.616666666667,230.133333333333,292.633333333333,362.616666666667,435.133333333333,505.133333333333,572.65,640.166666666667,712.666666666667,787.666666666667,825.166666666667,867.683333333333,,,,,,,,,,,,,,,,
95,62.6333333333333,280.133333333333,352.633333333333,425.133333333333,497.65,565.15,817.666666666667,887.666666666667,,,,,,,,,,,,,,,,,,,,,,
96,12.6333333333333,97.6333333333333,220.133333333333,345.116666666667,422.633333333333,505.133333333333,567.65,637.65,,,,,,,,,,,,,,,,,,,,,,
97,17.6333333333333,82.6333333333333,147.633333333333,230.133333333333,295.133333333333,372.633333333333,447.633333333333,605.166666666667,737.666666666667,845.166666666667,,,,,,,,,,,,,,,,,,,,
98,50.1333333333333,240.133333333333,320.133333333333,397.616666666667,462.633333333333,547.666666666667,660.15,677.666666666667,842.666666666667,,,,,,,,,,,,,,,,,,,,,
99,0.166666666666667,37.6333333333333,112.633333333333,182.633333333333,242.633333333333,317.633333333333,380.133333333333,445.15,535.15,592.65,692.666666666667,795.15,,,,,,,,,,,,,,,,,,
100,82.6333333333333,157.633333333333,315.116666666667,370.116666666667,442.65,535.15,607.65,682.65,802.666666666667,,,,,,,,,,,,,,,,,,,,,
101,140.133333333333,182.633333333333,360.133333333333,420.133333333333,577.65,672.666666666667,757.666666666667,840.166666666667,,,,,,,,,,,,,,,,,,,,,,
102,192.633333333333,245.133333333333,307.633333333333,382.616666666667,445.15,525.15,587.65,662.65,720.15,755.166666666667,842.666666666667,,,,,,,,,,,,,,,,,,,
103,0.166666666666667,62.6333333333333,137.633333333333,232.633333333333,297.616666666667,365.116666666667,642.65,835.166666666667,870.166666666667,,,,,,,,,,,,,,,,,,,,,
104,37.6333333333333,105.133333333333,182.633333333333,235.133333333333,307.633333333333,365.116666666667,495.15,557.666666666667,630.166666666667,712.666666666667,790.15,865.183333333333,,,,,,,,,,,,,,,,,,
105,0.166666666666667,60.1333333333333,165.116666666667,265.133333333333,860.166666666667,,,,,,,,,,,,,,,,,,,,,,,,,
106,112.633333333333,210.133333333333,282.633333333333,367.616666666667,520.133333333333,710.166666666667,737.666666666667,,,,,,,,,,,,,,,,,,,,,,,
107,125.133333333333,190.133333333333,252.633333333333,305.133333333333,375.116666666667,445.15,465.15,560.166666666667,650.166666666667,,,,,,,,,,,,,,,,,,,,,
108,180.133333333333,247.633333333333,372.633333333333,457.65,500.15,562.65,570.133333333333,662.65,880.183333333333,,,,,,,,,,,,,,,,,,,,,
109,75.1333333333333,177.633333333333,305.133333333333,355.116666666667,382.616666666667,492.65,567.65,700.15,842.666666666667,,,,,,,,,,,,,,,,,,,,,
110,17.6333333333333,90.1333333333333,150.133333333333,290.116666666667,355.116666666667,420.133333333333,560.166666666667,637.65,705.166666666667,825.166666666667,,,,,,,,,,,,,,,,,,,,
111,80.1333333333333,147.633333333333,195.133333333333,215.133333333333,280.133333333333,342.633333333333,410.133333333333,472.65,517.65,577.65,645.166666666667,710.166666666667,785.166666666667,855.166666666667,,,,,,,,,,,,,,,,
112,362.616666666667,425.133333333333,667.666666666667,687.666666666667,760.166666666667,,,,,,,,,,,,,,,,,,,,,,,,,
113,40.1333333333333,100.133333333333,175.133333333333,240.133333333333,300.133333333333,430.15,575.15,755.166666666667,825.166666666667,,,,,,,,,,,,,,,,,,,,,
114,340.116666666667,497.65,590.15,640.166666666667,712.666666666667,797.666666666667,880.183333333333,,,,,,,,,,,,,,,,,,,,,,,
115,20.1333333333333,90.1333333333333,167.633333333333,245.133333333333,315.116666666667,397.616666666667,520.133333333333,592.65,,,,,,,,,,,,,,,,,,,,,,
116,145.133333333333,652.666666666667,687.666666666667,710.166666666667,715.15,722.666666666667,785.166666666667,,,,,,,,,,,,,,,,,,,,,,,
117,55.1333333333333,110.133333333333,175.133333333333,237.633333333333,300.133333333333,357.633333333333,430.15,500.15,567.65,682.65,852.683333333333,,,,,,,,,,,,,,,,,,,
118,22.6166666666667,97.6333333333333,187.633333333333,245.133333333333,315.116666666667,382.616666666667,470.15,512.633333333333,532.65,602.65,660.15,730.166666666667,792.666666666667,,,,,,,,,,,,,,,,,
119,82.6333333333333,547.666666666667,650.166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,22.6166666666667,95.1333333333333,155.133333333333,222.633333333333,285.133333333333,357.633333333333,417.633333333333,477.65,545.15,610.166666666667,680.166666666667,762.666666666667,,,,,,,,,,,,,,,,,,
121,67.6333333333333,100.133333333333,132.633333333333,180.133333333333,220.133333333333,362.616666666667,482.633333333333,547.666666666667,635.166666666667,685.15,752.666666666667,,,,,,,,,,,,,,,,,,,
122,65.1333333333333,185.133333333333,340.116666666667,402.616666666667,467.65,587.65,762.666666666667,865.183333333333,,,,,,,,,,,,,,,,,,,,,,
123,5.13333333333333,82.6333333333333,157.633333333333,212.633333333333,275.133333333333,320.133333333333,402.616666666667,752.666666666667,837.666666666667,,,,,,,,,,,,,,,,,,,,,
124,5.13333333333333,70.1333333333333,150.133333333333,210.133333333333,280.133333333333,352.633333333333,405.116666666667,540.15,677.666666666667,767.666666666667,855.166666666667,,,,,,,,,,,,,,,,,,,
125,22.6166666666667,135.133333333333,185.133333333333,292.633333333333,485.15,595.133333333333,690.166666666667,,,,,,,,,,,,,,,,,,,,,,,
126,22.6166666666667,157.633333333333,280.133333333333,365.116666666667,847.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,
127,70.1333333333333,187.633333333333,407.616666666667,562.65,,,,,,,,,,,,,,,,,,,,,,,,,,
128,97.6333333333333,160.133333333333,225.133333333333,287.616666666667,345.116666666667,427.633333333333,480.15,615.15,670.166666666667,740.166666666667,875.183333333333,890.166666666667,,,,,,,,,,,,,,,,,,
129,0.166666666666667,62.6333333333333,195.133333333333,267.633333333333,332.616666666667,400.133333333333,460.15,527.65,660.15,717.65,797.666666666667,880.183333333333,,,,,,,,,,,,,,,,,,
130,0.166666666666667,107.633333333333,857.666666666667,880.183333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
131,10.1333333333333,77.6333333333333,145.133333333333,225.133333333333,305.133333333333,375.116666666667,535.15,622.666666666667,730.166666666667,,,,,,,,,,,,,,,,,,,,,
132,5.13333333333333,70.1333333333333,210.133333333333,290.116666666667,357.633333333333,392.616666666667,467.65,532.65,547.666666666667,692.666666666667,712.666666666667,837.666666666667,,,,,,,,,,,,,,,,,,
133,245.133333333333,417.633333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0.166666666666667,42.6333333333333,107.633333333333,172.633333333333,290.116666666667,352.633333333333,412.616666666667,630.166666666667,687.666666666667,775.15,795.15,885.183333333333,,,,,,,,,,,,,,,,,,
135,65.1333333333333,115.133333333333,252.633333333333,327.633333333333,407.616666666667,492.65,567.65,682.65,,,,,,,,,,,,,,,,,,,,,,
136,27.6333333333333,70.1333333333333,137.633333333333,200.133333333333,280.133333333333,340.116666666667,412.616666666667,467.65,527.65,605.166666666667,665.15,732.666666666667,825.166666666667,867.683333333333,877.683333333333,,,,,,,,,,,,,,,
137,22.6166666666667,85.1333333333333,495.15,590.15,672.666666666667,787.666666666667,887.666666666667,,,,,,,,,,,,,,,,,,,,,,,
138,35.1333333333333,192.633333333333,325.133333333333,400.133333333333,485.15,567.65,725.166666666667,820.166666666667,,,,,,,,,,,,,,,,,,,,,,
139,212.633333333333,625.15,765.166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,0.166666666666667,140.133333333333,220.133333333333,282.633333333333,350.116666666667,405.116666666667,530.15,592.65,672.666666666667,772.666666666667,,,,,,,,,,,,,,,,,,,,
141,30.1333333333333,117.633333333333,210.133333333333,340.116666666667,492.65,540.15,710.166666666667,842.666666666667,,,,,,,,,,,,,,,,,,,,,,
142,110.133333333333,170.133333333333,237.633333333333,337.633333333333,392.616666666667,457.65,525.15,,,,,,,,,,,,,,,,,,,,,,,
143,10.1333333333333,127.633333333333,162.633333333333,235.133333333333,295.133333333333,497.65,535.15,550.133333333333,620.166666666667,,,,,,,,,,,,,,,,,,,,,
144,0.166666666666667,45.1333333333333,117.633333333333,190.133333333333,262.633333333333,347.616666666667,410.133333333333,550.133333333333,610.166666666667,682.65,790.15,,,,,,,,,,,,,,,,,,,
145,0.166666666666667,282.633333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,30.1333333333333,157.633333333333,345.116666666667,400.133333333333,467.65,545.15,607.65,765.166666666667,817.666666666667,,,,,,,,,,,,,,,,,,,,,
147,67.6333333333333,137.633333333333,297.616666666667,345.116666666667,520.133333333333,,,,,,,,,,,,,,,,,,,,,,,,,
148,280.133333333333,385.133333333333,402.616666666667,455.15,,,,,,,,,,,,,,,,,,,,,,,,,,
149,10.1333333333333,82.6333333333333,147.633333333333,212.633333333333,277.633333333333,347.616666666667,415.116666666667,487.65,567.65,657.666666666667,,,,,,,,,,,,,,,,,,,,
150,255.133333333333,387.633333333333,465.15,652.666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,
151,15.1333333333333,150.133333333333,225.133333333333,305.133333333333,345.116666666667,477.65,532.65,605.166666666667,657.666666666667,792.666666666667,,,,,,,,,,,,,,,,,,,,
152,197.633333333333,250.133333333333,320.133333333333,380.133333333333,425.133333333333,472.65,507.65,690.166666666667,,,,,,,,,,,,,,,,,,,,,,
153,5.13333333333333,127.633333333333,407.616666666667,527.65,665.15,855.166666666667,,,,,,,,,,,,,,,,,,,,,,,,
154,125.133333333333,185.133333333333,252.633333333333,390.133333333333,515.15,575.15,782.666666666667,835.166666666667,,,,,,,,,,,,,,,,,,,,,,
155,0.166666666666667,35.1333333333333,155.133333333333,370.116666666667,455.15,847.666666666667,,,,,,,,,,,,,,,,,,,,,,,,
156,0.166666666666667,47.6333333333333,97.6333333333333,170.133333333333,297.616666666667,360.133333333333,430.15,497.65,572.65,667.666666666667,750.166666666667,,,,,,,,,,,,,,,,,,,
157,0.166666666666667,70.1333333333333,107.633333333333,185.133333333333,255.133333333333,355.116666666667,420.133333333333,512.633333333333,575.15,645.166666666667,740.166666666667,815.183333333333,,,,,,,,,,,,,,,,,,
158,147.733333333333,225.216666666667,310.233333333333,377.716666666667,447.733333333333,527.75,602.75,695.266666666667,755.266666666667,,,,,,,,,,,,,,,,,,,,,
159,147.733333333333,240.233333333333,300.233333333333,377.716666666667,457.733333333333,542.75,727.766666666667,807.766666666667,,,,,,,,,,,,,,,,,,,,,,
160,0.266666666666667,17.7333333333333,85.2333333333333,145.233333333333,245.233333333333,320.233333333333,395.216666666667,610.266666666667,685.25,767.766666666667,870.283333333333,,,,,,,,,,,,,,,,,,,
161,127.716666666667,197.716666666667,247.733333333333,320.233333333333,390.216666666667,532.75,607.75,670.266666666667,762.766666666667,782.766666666667,812.766666666667,852.766666666667,,,,,,,,,,,,,,,,,,
162,72.7333333333333,160.216666666667,215.216666666667,287.716666666667,367.716666666667,467.75,545.25,697.766666666667,822.766666666667,,,,,,,,,,,,,,,,,,,,,
163,155.216666666667,197.716666666667,305.233333333333,455.25,565.25,807.766666666667,882.766666666667,,,,,,,,,,,,,,,,,,,,,,,
164,165.233333333333,265.216666666667,340.216666666667,412.716666666667,482.75,500.25,,,,,,,,,,,,,,,,,,,,,,,,
165,77.7333333333333,150.216666666667,215.216666666667,290.216666666667,347.716666666667,417.733333333333,492.75,597.75,715.25,,,,,,,,,,,,,,,,,,,,,
166,0.266666666666667,62.7333333333333,157.716666666667,257.733333333333,435.233333333333,532.75,770.283333333333,,,,,,,,,,,,,,,,,,,,,,,
167,45.2333333333333,127.716666666667,197.716666666667,277.733333333333,337.733333333333,425.233333333333,480.25,542.75,627.766666666667,702.766666666667,785.266666666667,872.766666666667,,,,,,,,,,,,,,,,,,
168,130.233333333333,385.233333333333,480.25,570.233333333333,682.766666666667,862.766666666667,,,,,,,,,,,,,,,,,,,,,,,,
169,55.2333333333333,120.216666666667,177.716666666667,245.233333333333,315.216666666667,392.733333333333,690.25,705.266666666667,812.766666666667,,,,,,,,,,,,,,,,,,,,,
170,215.216666666667,272.733333333333,340.216666666667,712.766666666667,880.283333333333,,,,,,,,,,,,,,,,,,,,,,,,,
171,40.2333333333333,115.233333333333,180.216666666667,315.216666666667,475.233333333333,537.766666666667,550.25,602.75,847.766666666667,,,,,,,,,,,,,,,,,,,,,
172,110.233333333333,290.216666666667,345.216666666667,415.216666666667,477.75,547.75,667.783333333333,737.766666666667,,,,,,,,,,,,,,,,,,,,,,
173,285.233333333333,527.75,592.75,670.266666666667,700.25,795.25,842.783333333333,,,,,,,,,,,,,,,,,,,,,,,
174,12.75,102.733333333333,240.233333333333,360.216666666667,492.75,842.783333333333,,,,,,,,,,,,,,,,,,,,,,,,
175,12.75,82.7333333333333,147.733333333333,202.733333333333,282.733333333333,340.216666666667,400.233333333333,470.233333333333,527.75,612.766666666667,752.766666666667,827.783333333333,855.266666666667,872.766666666667,,,,,,,,,,,,,,,,
176,40.2333333333333,127.716666666667,200.233333333333,265.216666666667,355.216666666667,557.75,712.766666666667,835.266666666667,877.783333333333,,,,,,,,,,,,,,,,,,,,,
177,55.2333333333333,382.716666666667,507.75,607.75,645.266666666667,805.266666666667,,,,,,,,,,,,,,,,,,,,,,,,
178,75.2166666666667,130.233333333333,207.716666666667,267.733333333333,347.716666666667,405.216666666667,462.733333333333,622.766666666667,855.266666666667,,,,,,,,,,,,,,,,,,,,,
